0,0.06236003804951906
5,0.05345055740326643
10,0.04495067289099097
15,0.03848761226981878
20,0.03808730700984597
25,0.03814967488870025
30,0.038033836055547
35,0.03807157464325428
40,0.038095513824373484
45,0.038062240928411484
50,0.03794473595917225
55,0.03806125512346625
60,0.03803158598020673
65,0.037977201864123344
70,0.03799893194809556
75,0.03794820886105299
80,0.038277517072856426
85,0.037934812251478434
90,0.03796612238511443
95,0.038058274891227484
100,0.038064063992351294
105,0.03791380859911442
110,0.03933257330209017
115,0.03907138714566827
120,0.03863965813070536
125,0.03803545981645584
130,0.03821780998259783
135,0.038170837331563234
140,0.03802078776061535
145,0.0382266198284924
150,0.0380400069989264
155,0.03820875380188227
160,0.0380805772729218
165,0.03808209812268615
170,0.037983525078743696
175,0.03817317774519324
180,0.03811712097376585
185,0.03809783235192299
190,0.03813948668539524
195,0.03808117704465985
200,0.03832887206226587
205,0.037957265973091125
210,0.0382892950437963
215,0.03799018636345863
220,0.0379698839969933
225,0.03791386680677533
230,0.03806828474625945
235,0.03961330791935325
240,0.0398618970066309
245,0.03886912390589714
250,0.038379441015422344
255,0.03800577996298671
260,0.03803344303742051
265,0.03786676796153188
270,0.03805912006646395
275,0.03813287569209933
280,0.03809727402403951
285,0.0379683431237936
290,0.03795145405456424
295,0.037969933822751045
