0,0.6318691740743816
5,0.6336408909410238
10,0.6345186550170183
15,0.6316563379950821
20,0.633999140933156
25,0.6388544738292694
30,0.6418540221638978
35,0.19393830094486475
40,0.11872590007260442
45,0.1216376326046884
50,0.11751646222546697
55,0.11842663073912263
60,0.12362034106627107
65,0.13169447099789977
70,0.759359419811517
75,0.7688415572047234
80,0.7713514370843768
85,0.7658668230287731
90,0.1069266339763999
95,0.10646670078858733
100,0.7719887671992183
105,0.7552152550779283
110,0.770795576274395
115,0.775992592331022
120,0.7522655138745904
125,0.7109019062481821
130,0.09853211091831326
135,0.09096220508217812
140,0.08743598405271769
145,0.07894035242497921
150,0.6357604074291885
155,0.6215166212059557
160,0.6342064216732979
165,0.12027691025286913
170,0.08199192304164171
175,0.12140808906406164
180,0.12076094001531601
185,0.6295734620653093
190,0.6360987229272723
195,0.6342383297160268
200,0.637701157014817
205,0.6380576058290899
210,0.08172524208202958
215,0.083237090613693
220,0.1193379070609808
225,0.6463771681301296
230,0.6281661940738559
235,0.6312485500238836
240,0.6293625319376588
245,0.08139669988304377
250,0.08269785111770034
255,0.08144538896158338
260,0.0816092980094254
265,0.08112246403470635
270,0.6322635752148926
275,0.6336344508454204
280,0.617383677046746
285,0.6054344936273992
290,0.59473657887429
295,0.11030088784173131
