id,time,x,y
0,0,9.048508786529375,7.004014187297745
1,0,3.987731841246175,0
2,0,9.988868276989313,7.0631282988517325
3,0,1.049725984255031,2.0048168866797744
4,0,3.0245284973036726,2.0529017767875035
5,0,4.981832391670283,5.054810882580181
6,0,10.951957014277015,1.964856321331527
7,0,11.04853999208814,5.005773204867176
8,0,3.9900520169588045,10.061938601240557
9,0,6.9936877789386935,7.079976678233688
10,0,9.9289329007797,1.00223704919938
11,0,0,10.053732181194393
12,0,9.96737652303357,5.9724774021887965
13,0,12,9.025539555464492
14,0,7.946096907669816,0
15,0,11.996702193775409,5.941151757883719
16,0,2.9942428444750493,6.059443217720361
17,0,11.935373011830176,6.023324364007519
18,0,4.009445182817613,1.0714302589822937
19,0,10.935950330168081,9.008434043824735
0,5,9.098313245724594,7.007244769623264
1,5,3.9718338756586005,0
2,5,9.975191511407678,7.142456718185695
3,5,1.100473567117888,2.009749405726385
4,5,3.0439936741017637,2.0967171831276405
5,5,4.967246465156628,5.096403546407576
6,5,10.895470810229273,1.9246332910565604
7,5,11.100928431721396,5.012856312497476
8,5,3.9834800557706314,10.112747795043521
9,5,6.989015144608351,7.1361043921349205
10,5,9.864613061999492,1.0045960408656576
11,5,0,10.110938494557185
12,5,9.930856519958821,5.940041765822562
13,5,12,9.051137761078785
14,5,7.921652858282896,0
15,5,11.994956948056535,5.8699120530608475
16,5,2.9871212029514864,6.132162159106619
17,5,11.845472912707237,6.05514377848761
18,5,4.018088294322967,1.1324763181693247
19,5,10.88883386647701,9.0144774789708
0,10,9.173965799759339,7.012243740038776
1,10,3.9524213298026587,0
2,10,9.962262408603003,7.2098928163003695
3,10,1.1468607154049275,2.015391577726814
4,10,3.072869862271828,2.16422687058583
5,10,4.954986268597625,5.131098882701961
6,10,10.82003233214901,1.8676370290850965
7,10,11.143213072951758,5.017988669441955
8,10,3.9770532975001034,10.166247867584595
9,10,6.982417945445105,7.223155770650894
10,10,9.785605931820992,1.0089340048676076
11,10,0,10.16985371834369
12,10,9.887264749614221,5.8997476922896706
13,10,12,9.077697480117653
14,10,7.921635111064556,0.00023398854035512146
15,10,11.99354734625733,5.804790077429552
16,10,2.9845722047271668,6.170960580481446
17,10,11.753565164733006,6.086473865733796
18,10,4.028577924674438,1.1945479709955613
19,10,10.848656582365857,9.019215394116948
0,15,9.248780758268351,7.015895173434713
1,15,3.9428182886852894,0
2,15,9.9502973278602,7.264769819981996
3,15,1.183421770428905,2.0191629447967454
4,15,3.1046908341994537,2.24257150147322
5,15,4.944187771376709,5.163519792153398
6,15,10.742666430834365,1.8112199704237455
7,15,11.199775511340894,5.025091888057759
8,15,3.9698618570975905,10.238780136739326
9,15,6.97351414962304,7.30918638931667
10,15,9.682340278367896,1.0140362206434526
11,15,0,10.215819541670143
12,15,9.848579667159362,5.8640065702762225
13,15,12,9.10773135468211
14,15,7.921350034081177,0.005435723013738061
15,15,11.990912109823949,5.735345332927749
16,15,2.9824403821281193,6.207183240589912
17,15,11.661453959436725,6.114903664520456
18,15,4.039490124436043,1.2592308571003885
19,15,10.852941665201673,9.018822349183193
