id,time,x,y
0,0,7.00886583871362,3.940866983285287
1,0,9.976720473854986,1.9625071785292476
2,0,6.047572392733836,8.990267956894067
3,0,11.932135495894467,0
4,0,7.06277347007335,7.961390380036916
5,0,1.050930923038287,6.046437698270128
6,0,1.031042904657299,6.01638860427398
7,0,8.957487568355267,4.001004204800824
8,0,9.933405511406527,11.016716354699906
9,0,5.972634272494284,0.9502976170196263
10,0,0.9686728845759606,0
11,0,4.026370937439586,5.05084013450486
12,0,7.00593721460277,11.040469187187446
13,0,5.962340484690753,3.9662547483392743
14,0,1.963583494609888,1.9707744393544733
15,0,12,0
16,0,3.9658625830228695,0
17,0,3.0310265107946965,8.963822895800556
18,0,7.093924634612737,4.026242803696998
19,0,5.983810183415013,0.961587543999055
0,5,7.020038063063932,3.8620379545535455
1,5,9.949298998802702,1.9182949016977027
2,5,6.069963952168103,8.985380591639386
3,5,11.852999346223445,0
4,5,7.138277284877378,7.91593398248556
5,5,1.1090806452700943,6.101245665855856
6,5,1.0493909059202537,6.026112322441671
7,5,8.885126538484847,4.002657154194639
8,5,9.866071872103504,11.031502344283002
9,5,5.941858952699007,0.8933271832405598
10,5,0.9307957929965079,0
11,5,4.05279350951223,5.102687100712008
12,5,7.014781873718577,11.090192236506597
13,5,5.917641324255084,3.9266165097085413
14,5,1.9268123422653956,1.9403034159400039
15,5,12,0
16,5,3.920286451856073,0
17,5,3.056369047037987,8.933467543053602
18,5,7.186564568616647,4.0520412965779595
19,5,5.971637494266416,0.9310918022326231
0,10,7.033245606591099,3.7735156840318265
1,10,9.927150388865428,1.8845066190266946
2,10,6.113592852626245,8.975466798442937
3,10,11.76268651626734,0
4,10,7.194114505342685,7.882102264983959
5,10,1.16531517849677,6.152921364674725
6,10,1.0493681760163502,6.0261006274100195
7,10,8.819354573341094,4.005221524470664
8,10,9.783732142403661,11.04916488736359
9,10,5.915554617211927,0.8444186143935752
10,10,0.8851549731467646,0
11,10,4.086032281359784,5.167479906188282
12,10,7.024932999599299,11.151639812077946
13,10,5.870249155616805,3.8856665000862924
14,10,1.8958331937099422,1.913325774547793
15,10,12,0
16,10,3.8584392854459546,0
17,10,3.08319054094818,8.90200306341224
18,10,7.290914715526787,4.079126173101806
19,10,5.96263262302031,0.9057048733007502
0,15,7.0458825520036195,3.6840688783667663
1,15,9.905296834739424,1.8517232778811121
2,15,6.149122791741153,8.966784438041403
3,15,11.684987977752767,0
4,15,7.250191719835596,7.846057544991985
5,15,1.2180764241794886,6.199045147621497
6,15,1.0432296546757431,6.0227682654177555
7,15,8.757278635308644,4.007267881585821
8,15,9.669242221304316,11.071103575021835
9,15,5.880375936888292,0.7820213650216967
10,15,0.8354696924992165,0
11,15,4.122253235714781,5.242097017996637
12,15,7.036558893245347,11.215374951726933
13,15,5.842078213924925,3.860304105545267
14,15,1.8646039382933897,1.8879436290990141
15,15,12,0
16,15,3.8077700420269296,0
17,15,3.115012294623147,8.86367751211891
18,15,7.417640825957031,4.111606761689277
19,15,5.956371854475734,0.8882896289533933
0,20,7.0597649376686205,3.591021401258415
1,20,9.871240105749877,1.8005959556743394
2,20,6.202137391890915,8.954196025805272
3,20,11.707032452247628,0
4,20,7.303738578597555,7.808798943017881
5,20,1.270954914754223,6.246177779862537
6,20,1.041668898153318,6.021913810797647
7,20,8.689129226569237,4.006791512293118
8,20,9.545750584567184,11.09609181000718
9,20,5.836805526555592,0.7019221705682166
10,20,0.8020520592556144,0
11,20,4.159220649968614,5.323807204137617
12,20,7.046370443842392,11.270906215815852
13,20,5.7952685644071815,3.819869261643435
14,20,1.8353688083519393,1.8645433116905477
15,20,12,0
16,20,3.756303546757613,0
17,20,3.1462953855974667,8.82613180653283
18,20,7.5426784985906234,4.141254719397655
19,20,5.951608355330565,0.8749003398518178
0,25,7.076361672389772,3.469978534200094
1,25,9.830745781173128,1.746017758634054
2,25,6.25475860057637,8.94169922495819
3,25,11.728552164798094,0
4,25,7.352229817301108,7.776159619421476
5,25,1.3385230305149918,6.307789307829125
6,25,1.0439506683499034,6.023172178279563
7,25,8.636492144653708,4.007766067991267
8,25,9.428411067291352,11.121600143722981
9,25,5.798359391107071,0.6312570410712132
10,25,0.7468011938500143,0
11,25,4.193615623761733,5.401980414102011
12,25,7.058148238225695,11.342550270877005
13,25,5.748279985292948,3.7780578797915765
14,25,1.80124090522184,1.838089849434715
15,25,12,0
