<built-in function id>,0,11.959860074184196,1.034810180279495,-1,2,-1,-1,-1,-1
<built-in function id>,0,1.949307745778012,4.020980577170786,-1,3,3,-1,3,-1
<built-in function id>,0,5.928988861279319,9.01652416038402,2,-1,-1,-1,-1,-1
<built-in function id>,0,8.006911373791816,0.9231629543728777,-1,-1,3,2,-1,-1
<built-in function id>,0,9.023270668573806,3.0512302018680395,-1,-1,-1,-1,-1,2
<built-in function id>,0,6.004438007040776,8.947099607582278,2,-1,-1,-1,-1,-1
<built-in function id>,0,10.035267034508887,11.978771610266811,-1,-1,2,-1,-1,-1
<built-in function id>,0,1.0288150247781824,4.957427318870012,-1,-1,0,-1,-1,-1
<built-in function id>,0,5.977986965899126,5.042696760916434,-1,5,5,4,4,-1
<built-in function id>,0,9.022529198788158,2.0412413963376927,-1,8,8,2,2,-1
<built-in function id>,0,8.025888063881917,8.954158819456783,6,-1,-1,-1,-1,8
<built-in function id>,0,0.0056162359415115,11.93849911096331,2,-1,2,6,-1,-1
<built-in function id>,0,8.001905165342034,6.075861568360584,-1,3,-1,5,-1,-1
<built-in function id>,0,0.0598972962440994,9.01301574909384,-1,-1,1,-1,-1,-1
<built-in function id>,0,5.910217823597485,8.052508199065402,-1,-1,-1,7,-1,-1
<built-in function id>,0,10.06032667850237,7.999906896151232,6,-1,6,5,-1,-1
<built-in function id>,0,6.964766933533236,7.028917496768675,2,-1,-1,-1,-1,-1
<built-in function id>,0,9.009256852223473,8.956845939315055,-1,-1,6,-1,-1,8
<built-in function id>,0,8.955691820194652,10.017662064314948,-1,-1,6,8,-1,-1
<built-in function id>,0,9.926411918729883,8.040971668430133,-1,6,-1,8,8,8
<built-in function id>,0,10.982112604444742,0.0397113249336735,2,-1,-1,2,2,-1
<built-in function id>,0,6.00022548496688,7.967030065401889,-1,-1,-1,-1,4,-1
<built-in function id>,0,9.0301583990084,12.0,-1,-1,-1,-1,8,8
<built-in function id>,0,0.0488716796057646,1.007192901549721,1,-1,1,-1,-1,-1
<built-in function id>,0,2.981447125459422,11.02632814424317,-1,2,2,6,6,-1
<built-in function id>,0,10.985187168270851,11.044545316311746,-1,2,-1,-1,8,8
<built-in function id>,0,0.0338796851404675,12.0,-1,-1,2,6,-1,-1
<built-in function id>,0,6.958835230828239,5.9591785340280135,6,-1,-1,4,-1,4
<built-in function id>,0,0.9332342705554352,6.9911075281064194,-1,3,-1,-1,-1,3
<built-in function id>,0,2.054736774857933,7.965918518179984,3,3,-1,-1,-1,3
<built-in function id>,5,11.920168749730388,1.0680132201167307,-1,6,-1,-1,-1,-1
<built-in function id>,5,1.899380933311391,4.041734872308343,-1,5,1,-1,3,-1
<built-in function id>,5,5.869383441934076,9.02920360031717,2,-1,-1,-1,-1,-1
<built-in function id>,5,8.011736548859101,0.8475650390050928,-1,-1,3,2,-1,-1
<built-in function id>,5,9.045239427367918,3.096295527276737,-1,-1,-1,-1,-1,2
<built-in function id>,5,6.008964171365183,8.888594192133167,2,-1,-1,-1,-1,-1
<built-in function id>,5,10.082804349081076,11.951743992265436,-1,-1,2,-1,-1,-1
<built-in function id>,5,1.0573041857203462,4.9162278212220345,-1,-1,3,-1,-1,-1
<built-in function id>,5,5.947849441248304,5.099615098366527,-1,5,5,4,4,-1
<built-in function id>,5,9.05552761306006,2.096114101080467,-1,7,7,2,2,-1
<built-in function id>,5,8.043385025444634,8.923109098723405,6,-1,-1,-1,-1,8
<built-in function id>,5,0.0085898412670289,11.896715168404448,2,-1,2,6,-1,-1
<built-in function id>,5,8.002604884656149,6.130747880816792,-1,3,-1,5,-1,-1
<built-in function id>,5,0.1105290502143585,9.022064565445795,-1,-1,1,-1,-1,-1
<built-in function id>,5,5.83994310278115,8.096194794948536,-1,-1,-1,7,-1,-1
<built-in function id>,5,10.082113226161782,8.000032142616785,6,-1,6,8,-1,-1
<built-in function id>,5,6.92525812279746,7.0609560418881925,2,-1,-1,-1,-1,-1
<built-in function id>,5,9.017319800189115,8.91458376094858,-1,-1,6,-1,-1,8
<built-in function id>,5,8.89911246549593,10.04015782294532,-1,-1,3,8,-1,-1
<built-in function id>,5,9.882984648466508,8.065898713799236,-1,6,-1,8,8,8
<built-in function id>,5,10.956141355564126,0.0985531534453939,2,-1,-1,2,2,-1
<built-in function id>,5,6.000239461909563,7.895568057418002,-1,-1,-1,-1,4,-1
<built-in function id>,5,9.05192637571004,12.0,-1,-1,-1,-1,8,8
<built-in function id>,5,0.1177361666578095,1.015528281731359,8,-1,8,-1,-1,-1
<built-in function id>,5,2.9562472282563963,11.06176868993115,-1,2,2,6,6,-1
<built-in function id>,5,10.96467924687646,11.105917985101994,-1,2,-1,-1,8,8
<built-in function id>,5,0.0906698387771647,12.0,-1,-1,2,6,-1,-1
<built-in function id>,5,6.895115509373657,5.894337746549487,6,-1,-1,4,-1,4
<built-in function id>,5,0.8868081466700183,6.986515508637433,-1,3,-1,-1,-1,3
<built-in function id>,5,2.09894620315046,7.937387140600865,3,3,-1,-1,-1,3
<built-in function id>,10,11.873228428131378,1.1068565850630487,-1,6,-1,-1,-1,-1
<built-in function id>,10,1.868670247178432,4.054694789894578,-1,5,3,-1,3,-1
<built-in function id>,10,5.859569770694182,9.031451493547513,2,-1,-1,-1,-1,-1
<built-in function id>,10,8.01587817408356,0.802128197528663,-1,-1,3,2,-1,-1
<built-in function id>,10,9.072069750904433,3.1520539875416214,-1,-1,-1,-1,-1,2
<built-in function id>,10,6.015609330155692,8.820719429561214,2,-1,-1,-1,-1,-1
<built-in function id>,10,10.135599165650682,11.92071171976696,-1,-1,2,-1,-1,-1
<built-in function id>,10,1.0956428784515189,4.860488155105232,-1,-1,5,-1,-1,-1
<built-in function id>,10,5.927006847515949,5.138919643287693,-1,5,5,4,4,-1
<built-in function id>,10,9.095473999936472,2.165808165553821,-1,7,7,2,2,-1
<built-in function id>,10,8.058604405447731,8.896632883710224,6,-1,-1,-1,-1,8
<built-in function id>,10,0.012815800530654,11.839290413660946,2,-1,2,6,-1,-1
<built-in function id>,10,8.004218696699867,6.215873129662137,-1,3,-1,5,-1,-1
<built-in function id>,10,0.1572662466780722,9.031935897737084,-1,-1,1,-1,-1,-1
<built-in function id>,10,5.792059449089779,8.127377992788322,-1,-1,-1,7,-1,-1
<built-in function id>,10,10.151145093586296,8.001457573735133,6,-1,6,8,-1,-1
<built-in function id>,10,6.88276976556484,7.095150465039686,2,-1,-1,-1,-1,-1
<built-in function id>,10,9.02920570320446,8.85754354180996,-1,-1,6,-1,-1,8
<built-in function id>,10,8.853581689180471,10.058029203305722,-1,-1,3,8,-1,-1
<built-in function id>,10,9.845514082283689,8.086307971732143,-1,6,-1,8,8,8
<built-in function id>,10,10.945378006096725,0.1266690429990666,2,-1,-1,2,2,-1
<built-in function id>,10,6.000303187974371,7.841233097574779,-1,-1,-1,-1,4,-1
<built-in function id>,10,9.097175907448031,12.0,-1,-1,-1,-1,8,8
