id,time,x,y
0,0,6.957074504513156,7.9625535488587795
1,0,1.0375431093951712,11.016289232065574
2,0,6.0419932907005345,6.041498484884939
3,0,1.9294832391377024,8.969679064806526
4,0,8.008004607374204,9.954034730937833
5,0,0,11.964094373089653
6,0,0,9.039848716303156
7,0,10.040207194292025,8.973321103955515
8,0,2.0151868772400943,1.9665315249369786
9,0,9.961518027011918,0.008050979047318907
10,0,9.981763611346375,11.957088169663983
11,0,6.052327140326375,3.0530015017645664
12,0,5.0571885343052925,7.014985873149005
13,0,0,2.939612104531095
14,0,0,2.94353478953961
15,0,9.994857185517706,5.0457494598452906
16,0,1.9172597907422564,10.02516587354309
17,0,8.033359771119374,5.97514054669064
18,0,7.931975318270766,8.008760011941067
19,0,7.989784327914783,0.04614304906748784
0,5,6.926380192337685,7.934982939428208
1,5,1.0776331889886408,11.032693041338405
2,5,6.0744095603690536,6.073490871325453
3,5,1.8593732050570029,8.939644507881598
4,5,8.013672949734353,9.919569721347374
5,5,0,11.924021470184393
6,5,0,9.060210919053448
7,5,10.079247577572005,8.947541954845288
8,5,2.029916334581163,1.9326157370001893
9,5,9.947340710216574,0.010909375708399106
10,5,9.964583540591134,11.915527593933975
11,5,6.089722979620194,3.0910213580377373
12,5,5.104088670783933,7.028543993215633
13,5,0,2.900279872050112
14,5,0,2.8637161280323054
15,5,9.991143796910738,5.082050941634427
16,5,1.8219410252195651,10.052712035325186
17,5,8.063955999221191,5.952055783590874
18,5,7.862772430082291,8.018973257552007
19,5,7.978835686513653,0.09706788052530507
0,10,6.890626166630119,7.9016268994252545
1,10,1.1237143868724098,11.051769142491388
2,10,6.089503633566226,6.088867525991008
3,10,1.792421056537591,8.909288215846729
4,10,8.01806560170343,9.893063383902424
5,10,0,11.885538609503818
6,10,0,9.076999615862983
7,10,10.122300963396984,8.919334525560307
8,10,2.045434075938365,1.895394421517089
9,10,9.932503766807079,0.013493121627981152
10,10,9.944512658562566,11.868679521668115
11,10,6.119672514833977,3.1208081629847033
12,10,5.1345668862595994,7.038133256904067
13,10,0,2.8521107382449395
14,10,0,2.776425753176176
15,10,9.985065641142327,5.140156038706634
16,10,1.726885672820552,10.078180273912192
17,10,8.104869321173233,5.920301544561446
18,10,7.788858150583431,8.029606698036105
19,10,7.970767469357085,0.13047163650228716
0,15,6.859970621394633,7.8720958096695215
1,15,1.174392474759737,11.073676435507434
2,15,6.106016762389783,6.105890464311063
3,15,1.7131294926729013,8.873853074129553
4,15,8.022094252874092,9.868264565276005
5,15,0,11.865990000120744
6,15,0,9.095573057211228
7,15,10.153362298143401,8.89827204092782
8,15,2.0570899017992352,1.866568682851635
9,15,9.906433715022436,0.0183596006759994
10,15,9.918719203498195,11.807835356546589
