0,0,1.930866977497996,4.001727511954928,-1,2,5,-1,-1,-1
1,0,2.9574856737680806,10.969666410660263,0,-1,-1,6,-1,-1
2,0,8.05313620552207,1.005207460991132,3,-1,6,2,-1,-1
3,0,8.927359994912432,1.0098743052555106,7,-1,5,2,-1,-1
4,0,12.0,2.958900370590917,4,3,-1,2,2,-1
5,0,0.0,6.959449024438566,7,-1,1,-1,3,-1
6,0,8.03370694193003,8.95750641993417,-1,3,-1,-1,8,8
7,0,8.059393710009031,6.034400653476021,-1,-1,5,-1,-1,-1
8,0,0.0337670203209917,7.974746882306261,-1,-1,-1,-1,3,-1
9,0,4.946247540226553,3.0171020960903925,-1,-1,3,-1,-1,-1
10,0,4.929632065884444,3.993714910635358,-1,-1,-1,-1,1,-1
11,0,12.0,7.0599510789154,-1,3,-1,-1,-1,-1
12,0,0.0,1.0371147844806448,3,5,-1,-1,-1,-1
13,0,11.010670204700348,8.9527831034949,8,6,-1,-1,-1,8
14,0,7.000308511176875,7.06878338566209,-1,0,-1,4,-1,-1
0,5,1.880437772978996,4.003774015487996,-1,7,0,-1,-1,-1
1,5,2.9341626108663736,10.953067167688134,2,-1,-1,6,-1,-1
2,5,8.095427231467669,1.0097881719990915,0,-1,7,2,-1,-1
3,5,8.848908983744222,1.0213184872304213,0,-1,5,2,-1,-1
4,5,12.0,2.9062648529637287,6,7,-1,2,2,-1
5,5,0.0,6.9286742641112005,3,-1,1,-1,3,-1
6,5,8.059981484355248,8.924536127173468,-1,5,-1,-1,8,8
7,5,8.132494263867942,6.0782667495625455,-1,-1,3,-1,-1,-1
8,5,0.0713490876701308,7.946734678356628,-1,-1,-1,-1,3,-1
9,5,4.869497925324356,3.0400553956074723,-1,-1,4,-1,-1,-1
10,5,4.8368994804105645,3.9865822544269975,-1,-1,-1,-1,1,-1
11,5,12.0,7.118118940279223,-1,2,-1,-1,-1,-1
12,5,0.0,1.100172780054304,5,0,-1,-1,-1,-1
13,5,11.025085384347868,8.8945137135661,0,0,-1,-1,-1,8
14,5,6.999632874404584,7.134288133907352,-1,1,-1,4,-1,-1
0,10,1.8434875096390133,4.005103102852258,-1,6,7,-1,-1,-1
1,10,2.9152152727630103,10.939557523164302,0,-1,-1,6,-1,-1
2,10,8.13402972562067,1.0139492340873073,1,-1,0,2,-1,-1
3,10,8.768225469349254,1.030911647840182,0,-1,5,2,-1,-1
4,10,12.0,2.840289615788621,2,3,-1,2,2,-1
5,10,0.0,6.894156354214977,8,-1,8,-1,3,-1
6,10,8.07611129560986,8.90342694289799,-1,7,-1,-1,8,8
7,10,8.212982328709428,6.124898432991313,-1,-1,0,-1,-1,-1
8,10,0.1127655707204986,7.917028780635671,-1,-1,-1,-1,3,-1
9,10,4.792204498671049,3.06434856856702,-1,-1,3,-1,-1,-1
10,10,4.73526148028224,3.9763462931955327,-1,-1,-1,-1,1,-1
11,10,12.0,7.177895767436907,-1,2,-1,-1,-1,-1
12,10,0.0,1.1769435226441294,5,4,-1,-1,-1,-1
13,10,11.040058582167584,8.824387019075566,2,8,-1,-1,-1,8
14,10,6.999408798243298,7.1909624616268335,-1,0,-1,4,-1,-1
0,15,1.8221457288333225,4.005740267241768,-1,2,0,-1,-1,-1
1,15,2.9031555181097866,10.930785744036186,2,-1,-1,6,-1,-1
2,15,8.197633600714484,1.0227589546363052,5,-1,0,2,-1,-1
3,15,8.702991658009783,1.037463620257164,7,-1,5,2,-1,-1
4,15,12.0,2.781773841708936,3,6,-1,2,2,-1
5,15,0.0,6.8489562021859305,7,-1,8,-1,3,-1
6,15,8.078094896418058,8.900842439545643,-1,0,-1,-1,8,8
7,15,8.28121820860701,6.162903840458223,-1,-1,2,-1,-1,-1
8,15,0.1394737104713624,7.897887272205809,-1,-1,-1,-1,3,-1
9,15,4.7162740616854375,3.0867579737551454,-1,-1,0,-1,-1,-1
10,15,4.635287997232469,3.965884726648631,-1,-1,-1,-1,1,-1
11,15,12.0,7.244627781824178,-1,2,-1,-1,-1,-1
12,15,0.0,1.2304938604506426,6,7,-1,-1,-1,-1
13,15,11.060751204824664,8.73873099342522,1,4,-1,-1,-1,8
14,15,6.998667215562746,7.233999124449667,-1,7,-1,4,-1,-1
0,20,1.7883299874759582,4.007346404831789,-1,7,1,-1,-1,-1
1,20,2.906397583228159,10.933180679256054,0,-1,-1,6,-1,-1
2,20,8.257954408165348,1.031518638930539,5,-1,0,2,-1,-1
3,20,8.637472814019285,1.0426619194837408,5,-1,5,2,-1,-1
4,20,12.0,2.727811903338713,0,3,-1,2,2,-1
5,20,0.0,6.808676449935284,7,-1,3,-1,3,-1
6,20,8.08031411134214,8.89802067304349,-1,0,-1,-1,8,8
7,20,8.36715438909817,6.210849581853351,-1,-1,2,-1,-1,-1
8,20,0.1499505331917985,7.890312318923007,-1,-1,-1,-1,3,-1
9,20,4.639943368308503,3.1072302094348423,-1,-1,8,-1,-1,-1
10,20,4.53532492278349,3.956259609551988,-1,-1,-1,-1,1,-1
11,20,12.0,7.298068706924226,-1,4,-1,-1,-1,-1
12,20,0.0,1.2830001420447652,6,7,-1,-1,-1,-1
13,20,11.084874989723664,8.631710173514437,5,1,-1,-1,-1,8
14,20,6.996715675676247,7.288523666071957,-1,2,-1,4,-1,-1
0,25,1.7484981336131011,4.008756110770594,-1,1,7,-1,-1,-1
1,25,2.9064219257659074,10.933148112252768,3,-1,-1,6,-1,-1
2,25,8.311152994445187,1.0392725035631032,1,-1,8,2,-1,-1
3,25,8.587399131176548,1.046549547592358,5,-1,1,2,-1,-1
4,25,12.0,2.6797116639229297,7,3,-1,2,2,-1
5,25,0.0,6.780357982601408,0,-1,1,-1,3,-1
6,25,8.082119442483679,8.89577108462682,-1,2,-1,-1,8,8
7,25,8.438618014549549,6.250666316442312,-1,-1,2,-1,-1,-1
8,25,0.1681898371419028,7.877009510319618,-1,-1,-1,-1,3,-1
9,25,4.537264898035986,3.132679517440701,-1,-1,1,-1,-1,-1
10,25,4.440547561324334,3.946179198139786,-1,-1,-1,-1,1,-1
11,25,12.0,7.337018898498402,-1,2,-1,-1,-1,-1
12,25,0.0,1.3170879004596163,7,5,-1,-1,-1,-1
13,25,11.104525854929811,8.551146487189598,0,6,-1,-1,-1,8
14,25,6.9934536199025406,7.3461250107886675,-1,3,-1,4,-1,-1
0,30,1.706310125007299,4.010818874100587,-1,5,0,-1,-1,-1
1,30,2.894674401190841,10.94930471100094,0,-1,-1,6,-1,-1
2,30,8.361112002421722,1.0464548343587123,3,-1,3,2,-1,-1
3,30,8.528357202013963,1.0499111563147865,5,-1,0,2,-1,-1
