0,0,9.025917438509987,12.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,5.05044888263572,8.049204576471999,0.0,0.0,0.0,0.0,0.0,1.0
2,0,10.006438258913615,9.944217859073742,1.0,0.0,0.0,1.0,0.0,1.0
3,0,4.030937437638432,10.000663265225636,0.0,1.0,0.0,0.0,0.0,0.0
4,0,11.999695260545948,8.94407940547231,0.0,0.0,0.0,0.0,1.0,0.0
5,0,0.052882562527529,12.0,0.0,0.0,0.0,1.0,0.0,1.0
6,0,6.986109138619133,8.94388928361646,0.0,0.0,1.0,0.0,0.0,1.0
7,0,6.938374417727653,5.007527589692257,1.0,0.0,1.0,0.0,0.0,1.0
8,0,9.024164881789984,6.945668342452963,0.0,0.0,0.0,1.0,0.0,0.0
9,0,1.0156352955492989,2.046963434480089,0.0,0.0,0.0,0.0,0.0,1.0
10,0,11.981087636314191,1.9639077070881976,0.0,1.0,0.0,0.0,0.0,0.0
11,0,10.98635986882306,2.940751132403668,1.0,1.0,1.0,1.0,1.0,1.0
12,0,0.0110096049514264,0.0516672865618474,1.0,0.0,1.0,0.0,0.0,0.0
13,0,5.011397910636496,6.971702980719525,1.0,0.0,0.0,0.0,0.0,0.0
14,0,0.0335755953952214,1.970192835520577,0.0,1.0,1.0,0.0,0.0,0.0
15,0,3.963371297989293,7.979991484853876,0.0,1.0,0.0,1.0,0.0,1.0
16,0,7.969608719542324,10.997717009943637,1.0,0.0,0.0,1.0,0.0,0.0
17,0,6.930699226169047,1.9600419663970197,0.0,0.0,1.0,1.0,0.0,0.0
18,0,10.943953803126655,1.0081067784133386,0.0,0.0,1.0,0.0,1.0,1.0
19,0,5.035286188255721,2.042691688910004,0.0,1.0,1.0,1.0,0.0,1.0
0,5,9.06154788641193,12.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,5.109286940572821,8.106387284899991,0.0,0.0,0.0,0.0,0.0,1.0
2,5,10.010005425135724,9.913960963792093,1.0,0.0,0.0,1.0,0.0,1.0
3,5,4.069774538239619,10.000844294011744,0.0,1.0,0.0,0.0,0.0,0.0
4,5,12.0,8.87617095228414,0.0,0.0,0.0,0.0,1.0,0.0
5,5,0.0977834578229363,12.0,0.0,0.0,0.0,1.0,0.0,1.0
6,5,6.971402477300228,8.890429108550201,0.0,0.0,1.0,0.0,0.0,1.0
7,5,6.91155952678698,5.010792715043429,1.0,0.0,1.0,0.0,0.0,1.0
8,5,9.05063442823046,6.891947176909996,0.0,0.0,0.0,1.0,0.0,0.0
9,5,1.0333902481984532,2.106293583006395,0.0,0.0,0.0,0.0,0.0,1.0
10,5,11.970427489107864,1.9439204773681067,0.0,1.0,0.0,0.0,0.0,0.0
11,5,10.973574673775977,2.882549057914193,1.0,1.0,1.0,1.0,1.0,1.0
