0,0,7.997735517122648,5.0272996755965735,0.0,0.0,0.0,0.0,0.0,0.0
1,0,8.069491921350686,1.9992106394342293,0.0,0.0,0.0,0.0,1.0,0.0
2,0,4.005116814018215,5.948680194193907,1.0,0.0,1.0,1.0,0.0,0.0
3,0,0.0156115399583803,6.02328796509179,1.0,1.0,1.0,1.0,0.0,0.0
4,0,10.062774908483757,3.01730980250043,0.0,0.0,1.0,1.0,0.0,0.0
5,0,4.026033146583272,0.0429153131436052,0.0,1.0,0.0,1.0,0.0,0.0
6,0,2.928185580051819,4.983635618691321,1.0,0.0,1.0,1.0,0.0,0.0
7,0,12.0,11.012785669320124,1.0,0.0,0.0,0.0,0.0,1.0
8,0,7.049375172686338,8.980115021302524,0.0,1.0,0.0,0.0,0.0,0.0
9,0,6.943018966906792,9.04061608046751,1.0,1.0,0.0,0.0,1.0,0.0
10,0,10.017026143441525,10.948203354169554,0.0,1.0,1.0,1.0,1.0,1.0
11,0,9.007696698156469,5.958385715883169,0.0,1.0,0.0,1.0,0.0,0.0
12,0,3.990578917065496,3.9462334619855706,0.0,0.0,0.0,0.0,0.0,0.0
13,0,12.0,3.062442712859603,1.0,0.0,1.0,1.0,1.0,0.0
14,0,9.019791828003711,7.059682728784174,1.0,0.0,1.0,0.0,1.0,0.0
0,5,7.996719234944852,5.043763450471206,0.0,0.0,0.0,0.0,0.0,0.0
1,5,8.160449548461795,1.9972576574523424,0.0,0.0,0.0,0.0,1.0,0.0
2,5,4.01061089816404,5.903901673909355,1.0,0.0,1.0,1.0,0.0,0.0
3,5,0.030572050941003,6.045641972308973,1.0,1.0,1.0,1.0,0.0,0.0
4,5,10.03547970569964,3.105674622828541,0.0,0.0,1.0,1.0,0.0,0.0
5,5,4.061527226971782,0.1014144658379121,0.0,1.0,0.0,1.0,0.0,0.0
6,5,2.8451429903567838,4.962650259771347,1.0,0.0,1.0,1.0,0.0,0.0
7,5,12.0,11.0291005964812,1.0,0.0,0.0,0.0,0.0,1.0
8,5,7.10932355156743,8.958260196446,0.0,1.0,0.0,0.0,0.0,0.0
9,5,6.8895389688421815,9.080181267324615,1.0,1.0,0.0,0.0,1.0,0.0
10,5,10.033314797347336,10.899717462920243,0.0,1.0,1.0,1.0,1.0,1.0
11,5,9.01239639538012,5.934055624829267,0.0,1.0,0.0,1.0,0.0,0.0
12,5,3.977748382855318,3.871120525280921,0.0,0.0,0.0,0.0,0.0,0.0
13,5,12.0,3.122636791075301,1.0,0.0,1.0,1.0,1.0,0.0
14,5,9.039451452615046,7.118991253149895,1.0,0.0,1.0,0.0,1.0,0.0
0,10,7.997195493084443,5.0392422248405655,0.0,0.0,0.0,0.0,0.0,0.0
1,10,8.245460467628108,1.997572784459467,0.0,0.0,0.0,0.0,1.0,0.0
2,10,4.014961735432242,5.861069291397933,1.0,0.0,1.0,1.0,0.0,0.0
3,10,0.0439798062597591,6.066851565667752,1.0,1.0,1.0,1.0,0.0,0.0
4,10,10.011182700781935,3.201704693889756,0.0,0.0,1.0,1.0,0.0,0.0
5,10,4.09280406031774,0.1553651304716304,0.0,1.0,0.0,1.0,0.0,0.0
6,10,2.7461063988843653,4.938414824812963,1.0,0.0,1.0,1.0,0.0,0.0
7,10,12.0,11.04884950977883,1.0,0.0,0.0,0.0,0.0,1.0
8,10,7.174355826338156,8.936156908589444,0.0,1.0,0.0,0.0,0.0,0.0
9,10,6.826297148913978,9.12730819101877,1.0,1.0,0.0,0.0,1.0,0.0
10,10,10.049286039395472,10.857022924519423,0.0,1.0,1.0,1.0,1.0,1.0
11,10,9.016379743403832,5.914047334406741,0.0,1.0,0.0,1.0,0.0,0.0
12,10,3.9670315566645153,3.816164977812593,0.0,0.0,0.0,0.0,0.0,0.0
13,10,12.0,3.168058899811737,1.0,0.0,1.0,1.0,1.0,0.0
14,10,9.060755829035536,7.184057301999752,1.0,0.0,1.0,0.0,1.0,0.0
0,15,7.995410479864019,5.056131323538214,0.0,0.0,0.0,0.0,0.0,0.0
1,15,8.347649645740697,1.9975968513975453,0.0,0.0,0.0,0.0,1.0,0.0
2,15,4.018000682482256,5.828593943318764,1.0,0.0,1.0,1.0,0.0,0.0
3,15,0.0568509136425732,6.086753455477522,1.0,1.0,1.0,1.0,0.0,0.0
4,15,9.984193807500748,3.3044787707994248,0.0,0.0,1.0,1.0,0.0,0.0
5,15,4.112230556979094,0.1884113499466126,0.0,1.0,0.0,1.0,0.0,0.0
6,15,2.630741671318979,4.909126892295798,1.0,0.0,1.0,1.0,0.0,0.0
7,15,12.0,11.06689260261877,1.0,0.0,0.0,0.0,0.0,1.0
8,15,7.219981320123368,8.92014972757038,0.0,1.0,0.0,0.0,0.0,0.0
